10000 17600
7001 7717 16
7001 7721 6
7001 7751 19
7001 7766 21
7001 7798 15
7001 7852 17
7001 7880 13
7001 7900 11
7001 7922 17
7001 7969 14
7001 8049 16
7001 8059 18
7001 8125 5
7001 8138 12
7001 8179 14
7001 8320 15
7002 8168 7
7002 7017 9
7002 7073 12
7002 7093 13
7002 7133 6
7002 7258 16
7002 7366 14
7002 7371 13
7002 7386 19
7002 7391 5
7002 7401 19
7002 7521 11
7002 7718 11
7002 7794 19
7002 7933 9
7002 7962 9
7002 7983 5
7002 8042 6
7002 8137 21
7002 8150 9
7002 8162 6
7002 8175 16
7003 9292 10
7003 7562 5
7003 7016 7
7003 7032 13
7003 7050 21
7003 7115 12
7003 7167 20
7003 7172 13
7003 7213 18
7003 7231 8
7003 7262 15
7003 7277 6
7003 7285 17
7003 7326 10
7003 7358 19
7003 7376 9
7003 7390 11
7003 7406 11
7003 7435 21
7003 7590 8
7003 7662 12
7003 7678 21
7003 7701 17
7003 7803 17
7003 7847 10
7003 8095 5
7003 8160 15
7003 8274 5
7003 8309 21
7003 8311 19
7003 8337 21
7003 8348 15
7003 8356 15
7004 8154 20
7004 7018 17
7004 7042 19
7004 7136 12
7004 7141 14
7004 7201 11
7004 7238 8
7004 7268 5
7004 7288 17
7004 7303 14
7004 7335 7
7004 7479 13
7004 7533 5
7004 7555 10
7004 7560 10
7004 7561 21
7004 7575 18
7004 7605 17
7004 7648 21
7004 7686 19
7004 7788 17
7004 7808 19
7004 8016 15
7004 8119 14
7004 8129 6
7004 8159 14
7004 8216 19
7004 8220 20
7004 8225 6
7004 8226 12
7004 8231 16
7004 8338 10
7005 7482 7
7005 7026 10
7005 7031 21
7005 7036 11
7005 7102 10
7005 7149 15
7005 7151 9
7005 7192 10
7005 7225 14
7005 7227 16
7005 7228 15
7005 7276 6
7005 7287 13
7005 7316 13
7005 7404 12
7005 7464 7
7005 7524 20
7005 7602 20
7005 7635 7
7005 7664 18
7005 7725 7
7005 7762 9
7005 7765 16
7005 7772 19
7005 7848 9
7005 7878 13
7005 7889 21
7005 7920 5
7005 7930 14
7005 8010 21
7005 8011 5
7005 8043 18
7005 8048 9
7005 8084 18
7005 8107 13
7005 8336 18
7005 8341 12
7005 8362 13
7006 9864 10
7006 7615 5
7006 7092 12
7006 7122 19
7006 7185 17
7006 7269 6
7006 7274 21
7006 7535 12
7006 7556 9
7006 7800 13
7006 7888 16
7006 7940 7
7006 7957 16
7006 7972 7
7006 7989 20
7006 7995 15
7006 7998 17
7006 8166 17
7006 8221 16
7006 8230 9
7006 8233 19
7006 8275 7
7006 8286 5
7006 8328 6
7007 7028 17
7007 7024 8
7007 7080 7
7007 7145 19
7007 7214 14
7007 7265 9
7007 7286 19
7007 7289 17
7007 7342 8
7007 7384 10
7007 7413 9
7007 7531 15
7007 7534 21
7007 7539 17
7007 7599 19
7007 7607 18
7007 7613 13
7007 7652 18
7007 7659 19
7007 7756 10
7007 7795 21
7007 7874 11
7007 7879 6
7007 7925 11
7007 8017 15
7007 8023 18
7007 8026 19
7007 8111 17
7007 8130 17
7007 8163 14
7007 8164 18
7007 8185 11
7007 8217 21
7007 8246 17
7007 8248 12
7007 8279 10
7007 8308 20
7007 8343 13
7007 8344 20
7008 7789 17
7008 7150 20
7008 7280 8
7008 7282 5
7008 7507 17
7008 7516 11
7008 7543 18
7008 7651 12
7008 7692 18
7008 7793 20
7008 7797 19
7008 7823 7
7008 7838 19
7008 7865 10
7008 8035 17
7008 8055 14
7008 8097 16
7008 8101 14
7008 8108 12
7008 8143 11
7008 8293 15
7008 8324 14
7009 7319 12
7009 7051 8
7009 7053 10
7009 7138 13
7009 7180 16
7009 7190 14
7009 7216 15
7009 7263 14
7009 7340 17
7009 7374 20
7009 7491 10
7009 7511 12
7009 7517 9
7009 7552 15
7009 7581 10
7009 7587 21
7009 7610 17
7009 7618 18
7009 7681 7
7009 7720 11
7009 7759 17
7009 7960 18
7009 8020 11
7009 8127 5
7009 8173 15
7009 8189 5
7009 8257 19
7009 8301 5
7009 8312 6
7010 7631 11
7010 7030 7
7010 7105 12
7010 7113 12
7010 7242 15
7010 7251 16
7010 7297 21
7010 7394 5
7010 7458 11
7010 7463 5
7010 7636 16
7010 7654 8
7010 7934 12
7010 7984 7
7010 7992 8
7010 8112 21
7010 8133 11
7010 8151 16
7010 8169 19
7010 8191 12
7010 8227 10
7010 8245 12
7010 8266 20
7010 8268 5
7010 8270 6
7010 8276 12
7011 8331 13
7011 7087 12
7011 7107 5
7011 7196 5
7011 7237 13
7011 7272 21
7011 7354 21
7011 7411 7
7011 7506 21
7011 7518 7
7011 7519 21
7011 7594 17
7011 7603 16
7011 7628 5
7011 7645 9
7011 7858 13
7011 7928 13
7011 7955 16
7011 7974 8
7011 7987 18
7011 8006 9
7011 8069 19
7011 8088 15
7011 8089 9
7011 8113 5
7011 8197 20
7011 8219 19
7011 8250 16
7011 8259 19
7011 8263 11
7011 8287 15
7011 8300 12
7012 9040 16
7012 8306 20
7012 7015 5
7012 7060 16
7012 7158 19
7012 7161 21
7012 7162 19
7012 7198 19
7012 7302 8
7012 7423 19
7012 7493 17
7012 7500 10
7012 7520 10
7012 7600 5
7012 7623 6
7012 7632 14
7012 7761 9
7012 7863 17
7012 7903 21
7012 7929 6
7012 7993 19
7012 8029 17
7012 8074 11
7012 8148 12
7012 8235 14
7012 8253 8
7012 8261 13
7012 8339 21
7012 8358 16
7012 8363 16
7013 7523 12
7013 7084 9
7013 7088 18
7013 7099 16
7013 7109 15
7013 7154 20
7013 7224 13
7013 7247 18
7013 7255 6
7013 7257 12
7013 7266 15
7013 7353 10
7013 7357 13
7013 7367 15
7013 7389 9
7013 7421 10
7013 7476 15
7013 7529 6
7013 7536 13
7013 7548 17
7013 7557 18
7013 7580 15
7013 7611 20
7013 7617 17
7013 7646 10
7013 7708 17
7013 7714 5
7013 7807 18
7013 7828 17
7013 7843 7
7013 7899 8
7013 7979 13
7013 7991 13
7013 8041 12
7013 8158 12
7013 8327 10
7014 7284 8
7014 7057 10
7014 7101 6
7014 7118 15
7014 7160 10
7014 7187 13
7014 7191 15
7014 7283 16
7014 7325 13
7014 7364 20
7014 7446 7
7014 7502 12
7014 7570 10
7014 7621 15
7014 7630 7
7014 7638 21
7014 7653 9
7014 7685 13
7014 7779 9
7014 7799 6
7014 7816 15
7014 7861 12
7014 7885 20
7014 7892 11
7014 7994 13
7014 8012 13
7014 8021 5
7014 8038 10
7014 8039 18
7014 8098 10
7014 8104 5
7014 8142 19
7014 8223 14
7014 8297 14
7015 8388 10
7016 8381 13
7017 8424 17
7018 8419 17
7019 8411 21
7020 8402 21
7021 8410 17
7022 8406 15
7023 8566 16
7023 8419 9
7024 8705 16
7024 8426 15
7025 9199 13
7025 8415 12
7026 8425 13
7027 8374 20
7028 8369 12
7029 8401 19
7030 8378 9
7031 8380 17
7032 8373 20
7033 8376 10
7034 8429 20
7035 8405 15
7036 8379 11
7037 8421 16
7038 8376 21
7039 8421 10
7040 8374 15
7041 8438 10
7042 8387 14
7043 9813 7
7043 8407 19
7044 9275 11
7044 8399 8
7045 8412 5
7046 8400 13
7047 8406 16
7048 8403 17
7049 8430 17
7050 9217 14
7050 8379 10
7051 9616 6
7051 8406 14
7052 8425 20
7053 8411 7
7054 9762 11
7054 8386 15
7055 8435 19
7056 8393 11
7057 8463 15
7057 8433 6
7058 8372 14
7059 8394 18
7060 9731 12
7060 8376 6
7061 8412 13
7062 8408 19
7063 9103 13
7063 8385 18
7064 8407 11
7065 8392 11
7066 8437 6
7067 8402 15
7068 8403 11
7069 8390 21
7070 8392 18
7071 8399 13
7072 8416 16
7073 8392 9
7074 8427 21
7075 8427 17
7076 8393 5
7077 8403 21
7078 8701 11
7078 8431 7
7079 8418 13
7080 8414 15
7081 8369 6
7082 8391 21
7083 8608 12
7083 8384 16
7084 8747 16
7084 8387 17
7085 8384 15
7086 8426 13
7087 8433 19
7088 9952 10
7088 8368 7
7089 8432 16
7090 9135 6
7090 8400 18
7091 8394 19
7092 8396 6
7093 8408 8
7094 8403 21
7095 8433 14
7096 9450 8
7096 8423 11
7097 8420 5
7098 8396 18
7099 8767 9
7099 8417 6
7100 9030 8
7100 8405 7
7101 8412 19
7102 8433 9
7103 8376 6
7104 8803 12
7104 8378 6
7105 8409 15
7106 8400 13
7107 8397 13
7108 8430 16
7109 8399 18
7110 8414 8
7111 8427 12
7112 9652 6
7112 8381 14
7113 8377 18
7114 8406 19
7115 8425 13
7116 8415 9
7117 8436 6
7118 8432 5
7119 8425 7
7120 8397 10
7121 8381 8
7122 9628 6
7122 8403 9
7123 9759 12
7123 8395 9
7124 9762 21
7124 8396 15
7125 8403 12
7126 8387 20
7127 8372 16
7128 8413 7
7129 8377 21
7130 8386 14
7131 8375 6
7132 8400 5
7133 8374 7
7134 9640 19
7134 8426 11
7135 8429 11
7136 8438 19
7137 9760 19
7137 8387 10
7138 8403 9
7139 8431 18
7140 8434 18
7141 8401 5
7142 8435 17
7143 8379 13
7144 8425 16
7145 8432 6
7146 8387 18
7147 8411 10
7148 8410 20
7149 8373 21
7150 8429 13
7151 8376 18
7152 8370 20
7153 8415 9
7154 9451 19
7154 8434 6
7155 8400 5
7156 8395 6
7157 8429 6
7158 8436 10
7159 9018 19
7159 8390 12
7160 8385 17
7161 8438 13
7162 8438 5
7163 8433 17
7164 8540 13
7164 8420 13
7165 8428 11
7166 8912 7
7166 8393 5
7167 8985 15
7167 8436 5
7168 8372 7
7169 8409 18
7170 8372 15
7171 9055 16
7171 8382 20
7172 8781 7
7172 8411 15
7173 8401 18
7174 8419 10
7175 8381 12
7176 9923 13
7176 8438 19
7177 8385 13
7178 8464 10
7178 8395 17
7179 8381 15
7180 8432 6
7181 8409 10
7182 8426 15
7183 8399 10
7184 8405 11
7185 8434 14
7186 8382 13
7187 8392 20
7188 8430 17
7189 8560 10
7189 8393 6
7190 9707 11
7190 8393 5
7191 8668 17
7191 8405 12
7192 8436 10
7193 8416 12
7194 9928 15
7194 8418 6
7195 8376 20
7196 8374 14
7197 8422 15
7198 8438 14
7199 8404 16
7200 9077 10
7200 8393 11
7201 8369 6
7202 9988 15
7202 8437 8
7203 8405 14
7204 8428 7
7205 8436 14
7206 9508 17
7206 8379 7
7207 8413 16
7208 9060 16
7208 8369 17
7209 8389 19
7210 8394 15
7211 8485 20
7211 8435 9
7212 8379 12
7213 8420 15
7214 8382 17
7215 8387 9
7216 8427 6
7217 8427 20
7218 8408 13
7219 8372 18
7220 8414 19
7221 8436 18
7222 9362 7
7222 8372 14
7223 8427 12
7224 8397 13
7225 8508 5
7225 8385 12
7226 8432 21
7227 8433 11
7228 8401 9
7229 8370 12
7230 8402 12
7231 9807 9
7231 8389 21
7232 8420 18
7233 8425 21
7234 9514 16
7234 8394 20
7235 8386 15
7236 8425 16
7237 8391 19
7238 8383 8
7239 8371 11
7240 8428 16
7241 8370 14
7242 8406 20
7243 8924 21
7243 8434 18
7244 8989 18
7244 8383 14
7245 8408 10
7246 9355 13
7246 8410 6
7247 9021 20
7247 8423 6
7248 8379 14
7249 8370 15
7250 8400 11
7251 8398 14
7252 8419 8
7253 8427 18
7254 8431 11
7255 9887 6
7255 8412 15
7256 8435 21
7257 8435 10
7258 8415 7
7259 8424 14
7260 8374 5
7261 9021 11
7261 8403 6
7262 8394 7
7263 8431 13
7264 8383 19
7265 9123 16
7265 8434 14
7266 8374 11
7267 9291 9
7267 8405 6
7268 8391 11
7269 8375 17
7270 8408 7
7271 8412 6
7272 8420 12
7273 8374 12
7274 8397 21
7275 8402 14
7276 8378 7
7277 8426 19
7278 8431 14
7279 8432 20
7280 8432 18
7281 8389 6
7282 8378 13
7283 8435 15
7284 8396 18
7285 8537 6
7285 8401 8
7286 8396 5
7287 8368 17
7288 8417 9
7289 8427 18
7290 8401 9
7291 8401 6
7292 9047 12
7292 8433 18
7293 8389 12
7294 8430 19
7295 8411 21
7296 8413 9
7297 8413 8
7298 8418 20
7299 8809 17
7299 8420 12
7300 9511 16
7300 8376 12
7301 8376 18
7302 8381 13
7303 8395 20
7304 8381 18
7305 8690 17
7305 8431 21
7306 8388 11
7307 8383 21
7308 8584 5
7308 8424 16
7309 8370 17
7310 9169 10
7310 8420 17
7311 8428 16
7312 8420 7
7313 8390 14
7314 8990 17
7314 8373 17
7315 9558 5
7315 8398 9
7316 8378 6
7317 8371 17
7318 8432 18
7319 9466 20
7319 8392 20
7320 8369 8
7321 8419 16
7322 8398 9
7323 8430 11
7324 8648 20
7324 8379 15
7325 8393 19
7326 8404 17
7327 9780 13
7327 8438 5
7328 8368 21
7329 8993 8
7329 8397 12
7330 8411 16
7331 8410 8
7332 8370 20
7333 8437 12
7334 8420 21
7335 8373 20
7336 8433 12
7337 8376 12
7338 8621 11
7338 8381 19
7339 8402 21
7340 8420 19
7341 8966 12
7341 8400 13
7342 8403 14
7343 8368 13
7344 8411 6
7345 8432 11
7346 8437 5
7347 8429 20
7348 8423 16
7349 8404 6
7350 8403 10
7351 8389 14
7352 9317 11
7352 8407 9
7353 8378 16
7354 9567 12
7354 8438 18
7355 8422 17
7356 8386 21
7357 9816 11
7357 8424 8
7358 9750 9
7358 8373 13
7359 8395 10
7360 8380 15
7361 8402 14
7362 8396 6
7363 8400 10
7364 9080 7
7364 8421 6
7365 8403 11
7366 8380 14
7367 8383 9
7368 8435 8
7369 8682 19
7369 8416 18
7370 8398 15
7371 8394 14
7372 8425 17
7373 9001 15
7373 8376 5
7374 8390 9
7375 9956 18
7375 8375 9
7376 8382 6
7377 8417 10
7378 9992 15
7378 8427 7
7379 8408 11
7380 8424 7
7381 8409 10
7382 8402 21
7383 8381 7
7384 8673 5
7384 8411 16
7385 8396 6
7386 8388 19
7387 8820 20
7387 8373 11
7388 8398 10
7389 8438 9
7390 9588 14
7390 8369 16
7391 8390 12
7392 8380 18
7393 8391 16
7394 9232 8
7394 8431 8
7395 8402 20
7396 8378 6
7397 8384 13
7398 8418 11
7399 8406 12
7400 8403 18
7401 8387 18
7402 8405 10
7403 8417 5
7404 8374 5
7405 8422 10
7406 8409 7
7407 9130 12
7407 8374 6
7408 8433 7
7409 8403 18
7410 8394 7
7411 8371 6
7412 8437 12
7413 8417 17
7414 8397 9
7415 8416 5
7416 8430 13
7417 8407 6
7418 9639 7
7418 8387 15
7419 8409 16
7420 8414 16
7421 9268 11
7421 8411 21
7422 8377 6
7423 8375 6
7424 9912 13
7424 8388 14
7425 8379 14
7426 9177 7
7426 8418 20
7427 8375 9
7428 8395 15
7429 8530 7
7429 8405 12
7430 8421 13
7431 8406 14
7432 8579 5
7432 8371 14
7433 8423 21
7434 8423 14
7435 8374 13
7436 8398 16
7437 8434 19
7438 8432 20
7439 8811 13
7439 8410 20
7440 8435 16
7441 8438 13
7442 9439 18
7442 8407 16
7443 8409 20
7444 9069 7
7444 8393 9
7445 8373 18
7446 8377 6
7447 8378 18
7448 8379 13
7449 9232 20
7449 8394 14
7450 8372 13
7451 8380 5
7452 8376 12
7453 8438 6
7454 8430 17
7455 8391 12
7456 8374 12
7457 8368 10
7458 8382 20
7459 8400 14
7460 9515 16
7460 8428 9
7461 9472 19
7461 8401 15
7462 8405 15
7463 8402 8
7464 8393 7
7465 9218 12
7465 8433 7
7466 8419 17
7467 9954 8
7467 8393 8
7468 9877 6
7468 8395 13
7469 8393 8
7470 8381 13
7471 8410 20
7472 8385 13
7473 8402 20
7474 8376 9
7475 8818 17
7475 8383 7
7476 9872 11
7476 8417 13
7477 8508 6
7477 8378 20
7478 9018 12
7478 8382 6
7479 9719 8
7479 8416 19
7480 8377 16
7481 8432 16
7482 8409 7
7483 8413 13
7484 8424 8
7485 8850 17
7485 8428 5
7486 8711 21
7486 8409 19
7487 9622 21
7487 8423 6
7488 8396 6
7489 8408 9
7490 8436 12
7491 8494 6
7491 8434 15
7492 8380 10
7493 8429 9
7494 8438 7
7495 8613 12
7495 8428 14
7496 8432 13
7497 8408 17
7498 9077 9
7498 8378 10
7499 8375 8
7500 8426 11
7501 9263 7
7501 8409 7
7502 8372 12
7503 8423 21
7504 8400 10
7505 8376 8
7506 8371 16
7507 8419 16
7508 8540 7
7508 8369 18
7509 8378 5
7510 8400 5
7511 8382 16
7512 9898 10
7512 8409 18
7513 8401 16
7514 8405 15
7515 8396 15
7516 8430 19
7517 8404 6
7518 8383 5
7519 8369 16
7520 9450 18
7520 8385 21
7521 8428 5
7522 8428 8
7523 8383 14
7524 8425 19
7525 8425 17
7526 9730 17
7526 8424 11
7527 8431 13
7528 9324 15
7528 8401 16
7529 8397 13
7530 8374 7
7531 8381 10
7532 8425 5
7533 8569 13
7533 8393 19
7534 8431 9
7535 8371 16
7536 8404 20
7537 8384 18
7538 8371 12
7539 8377 12
7540 8410 6
7541 8368 13
7542 8433 13
7543 9311 6
7543 8423 16
7544 8558 16
7544 8382 11
7545 8408 19
7546 8387 13
7547 8417 5
7548 9317 21
7548 8430 5
7549 8962 9
7549 8413 18
7550 8405 14
7551 8431 19
7552 8851 17
7552 8434 19
7553 8371 10
7554 8436 7
7555 8839 10
7555 8419 10
7556 8427 15
7557 8968 18
7557 8377 16
7558 8396 9
7559 8413 19
7560 8438 6
7561 8395 5
7562 8391 10
7563 8381 15
7564 8381 15
7565 8870 7
7565 8417 7
7566 8425 6
7567 9412 13
7567 8413 13
7568 8410 19
7569 9924 5
7569 8397 20
7570 8411 9
7571 8385 17
7572 8435 5
7573 8432 10
7574 8436 12
7575 9773 9
7575 8392 21
7576 8427 7
7577 8408 13
7578 8369 17
7579 8437 7
7580 8434 13
7581 8895 6
7581 8412 8
7582 8370 11
7583 8397 10
7584 8370 7
7585 8417 8
7586 8414 17
7587 8407 21
7588 9508 13
7588 8382 16
7589 8430 5
7590 9315 5
7590 8404 21
7591 8387 13
7592 8384 11
7593 8378 5
7594 8397 6
7595 8435 20
7596 8372 16
7597 8428 15
7598 8418 19
7599 8398 14
7600 8414 11
7601 9892 21
7601 8372 13
7602 8435 15
7603 8407 20
7604 8393 7
7605 8428 9
7606 9330 9
7606 8412 19
7607 8400 9
7608 8373 16
7609 8435 10
7610 8414 5
7611 8438 7
7612 8406 20
7613 8376 12
7614 8437 11
7615 8434 8
7616 8427 5
7617 8403 7
7618 9216 13
7618 8404 21
7619 8378 19
7620 8901 17
7620 8371 10
7621 8432 21
7622 8408 13
7623 8393 7
7624 8382 21
7625 8375 21
7626 8377 14
7627 8373 16
7628 8420 18
7629 8394 6
7630 8383 6
7631 8415 9
7632 8427 8
7633 8902 6
7633 8387 16
7634 8371 18
7635 8428 11
7636 9723 8
7636 8427 13
7637 8438 20
7638 9179 21
7638 8385 6
7639 9819 20
7639 8372 17
7640 8390 8
7641 8771 7
7641 8406 6
7642 9632 21
7642 8427 19
7643 9356 16
7643 8380 5
7644 8397 15
7645 8437 7
7646 8431 6
7647 8403 6
7648 8431 13
7649 8434 5
7650 8432 11
7651 8647 5
7651 8380 7
7652 8420 15
7653 8424 20
7654 8422 6
7655 8412 9
7656 8410 20
7657 8435 15
7658 9757 12
7658 8368 13
7659 8395 18
7660 8389 16
7661 8368 18
7662 9449 11
7662 8382 19
7663 8386 8
7664 9304 19
7664 8410 6
7665 8395 14
7666 8377 19
7667 8416 5
7668 9855 13
7668 8380 5
7669 9022 8
7669 8389 13
7670 8394 17
7671 8384 17
7672 8413 18
7673 8395 5
7674 8438 19
7675 9285 13
7675 8422 20
7676 8369 18
7677 8429 10
7678 8404 7
7679 8395 16
7680 8404 7
7681 8758 9
7681 8386 10
7682 8434 20
7683 9757 7
7683 8369 7
7684 8400 19
7685 8391 21
7686 8987 5
7686 8370 16
7687 8817 16
7687 8372 15
7688 8399 8
7689 9514 14
7689 8375 13
7690 8428 21
7691 8438 10
7692 9682 13
7692 8410 18
7693 8422 12
7694 8393 8
7695 8430 18
7696 8410 7
7697 8370 16
7698 8379 11
7699 8737 18
7699 8391 16
7700 9145 6
7700 8394 21
7701 8438 15
7702 8428 7
7703 8428 9
7704 8400 6
7705 8441 10
7705 8386 21
7706 8387 21
7707 8420 17
7708 8369 17
7709 8487 14
7709 8416 17
7710 8430 9
7711 8490 16
7711 8420 7
7712 8386 6
7713 8399 5
7714 8398 15
7715 8426 13
7716 8373 14
7717 8379 14
7718 9378 13
7718 8410 13
7719 8398 15
7720 8403 13
7721 8418 20
7722 8416 11
7723 8419 12
7724 8870 13
7724 8382 20
7725 9751 20
7725 8432 16
7726 8437 15
7727 8403 9
7728 8424 6
7729 8371 13
7730 8396 13
7731 9811 9
7731 8424 8
7732 8382 16
7733 9565 5
7733 8368 14
7734 8383 21
7735 8409 9
7736 9748 19
7736 8393 17
7737 8383 15
7738 8411 19
7739 8387 8
7740 8435 5
7741 8406 10
7742 8381 6
7743 8423 6
7744 8398 21
7745 8418 21
7746 8438 13
7747 8406 14
7748 8473 19
7748 8421 6
7749 9030 21
7749 8406 12
7750 9910 10
7750 8394 13
7751 8382 21
7752 8383 14
7753 8420 10
7754 9766 10
7754 8388 16
7755 8381 12
7756 8400 21
7757 9154 12
7757 8400 19
7758 8420 8
7759 9293 16
7759 8422 12
7760 9440 11
7760 8426 7
7761 8408 18
7762 9240 14
7762 8387 13
7763 8431 12
7764 8856 19
7764 8382 19
7765 8406 18
7766 8391 13
7767 8385 9
7768 8417 21
7769 8373 8
7770 8378 5
7771 8394 7
7772 8400 5
7773 8428 18
7774 9057 7
7774 8403 8
7775 8413 16
7776 8732 19
7776 8408 7
7777 8372 16
7778 8438 14
7779 8963 5
7779 8423 13
7780 8396 19
7781 8375 12
7782 8408 12
7783 8379 15
7784 9462 17
7784 8392 15
7785 8390 21
7786 9136 16
7786 8384 8
7787 8419 11
7788 8435 17
7789 8416 6
7790 9569 21
7790 8370 18
7791 9922 10
7791 8378 21
7792 8377 14
7793 9144 8
7793 8435 12
7794 8406 17
7795 9554 17
7795 8377 19
7796 8413 19
7797 9529 15
7797 8408 8
7798 9130 11
7798 8383 18
7799 8401 6
7800 8376 8
7801 8392 5
7802 8389 15
7803 8384 19
7804 8368 12
7805 9761 6
7805 8384 15
7806 9217 14
7806 8372 12
7807 8373 5
7808 8401 12
7809 8383 6
7810 8405 8
7811 8436 14
7812 8378 18
7813 8376 17
7814 8411 17
7815 8387 19
7816 8395 5
7817 8395 20
7818 8388 6
7819 8433 20
7820 8405 8
7821 8409 17
7822 8401 8
7823 8390 10
7824 8398 21
7825 8386 17
7826 8416 14
7827 8424 17
7828 8370 21
7829 8386 8
7830 9865 8
7830 8419 18
7831 8415 18
7832 9081 18
7832 8401 10
7833 8429 19
7834 9380 15
7834 8421 14
7835 8392 17
7836 8470 20
7836 8392 13
7837 8410 5
7838 8393 9
7839 8381 19
7840 8383 17
7841 8415 7
7842 8434 6
7843 8385 21
7844 8992 12
7844 8394 19
7845 8384 8
7846 8382 7
7847 8391 14
7848 9751 6
7848 8409 13
7849 9570 6
7849 8374 11
7850 8402 6
7851 8412 20
7852 8385 6
7853 9359 15
7853 8434 19
7854 8435 17
7855 9503 5
7855 8382 13
7856 8409 6
7857 8432 12
7858 8395 12
7859 8397 13
7860 8379 21
7861 8373 8
7862 8682 6
7862 8432 21
7863 9989 6
7863 8400 18
7864 8954 16
7864 8394 18
7865 8414 12
7866 8395 14
7867 8397 21
7868 8432 21
7869 8373 14
7870 8439 6
7870 8378 20
7871 9671 13
7871 8388 17
7872 8375 9
7873 8379 17
7874 8426 5
7875 8406 15
7876 8930 5
7876 8387 12
7877 8382 6
7878 8426 6
7879 8388 21
7880 8398 9
7881 8395 19
7882 8411 17
7883 8433 10
7884 8400 20
7885 8385 18
7886 8511 12
7886 8409 6
7887 8438 14
7888 8391 15
7889 9842 12
7889 8400 20
7890 8416 16
7891 8388 10
7892 8370 7
7893 8386 17
7894 9190 18
7894 8375 17
7895 9194 14
7895 8415 6
7896 8417 19
7897 8403 13
7898 8885 18
7898 8395 14
7899 9896 6
7899 8396 12
7900 8617 5
7900 8432 5
7901 8370 11
7902 8436 13
7903 8431 10
7904 9057 15
7904 8416 13
7905 8377 12
7906 8370 8
7907 8437 13
7908 9810 11
7908 8383 12
7909 8415 8
7910 8992 19
7910 8412 19
7911 9165 21
7911 8433 6
7912 8377 15
7913 8399 6
7914 8418 19
7915 9498 19
7915 8378 14
7916 8384 10
7917 8424 17
7918 8423 15
7919 8378 6
7920 8407 18
7921 8389 13
7922 8385 7
7923 8396 11
7924 8998 11
7924 8399 12
7925 9735 11
7925 8417 21
7926 8716 16
7926 8429 17
7927 8400 6
7928 8408 5
7929 8401 18
7930 8518 7
7930 8380 17
7931 8369 11
7932 8425 19
7933 8414 5
7934 8406 18
7935 8429 18
7936 8421 5
7937 8430 13
7938 8381 12
7939 9950 11
7939 8436 6
7940 8391 10
7941 8397 10
7942 8407 19
7943 8533 7
7943 8420 13
7944 8419 11
7945 9092 21
7945 8379 15
7946 8372 13
7947 9162 15
7947 8396 13
7948 8434 10
7949 8717 6
7949 8409 21
7950 8412 13
7951 8425 20
7952 8402 18
7953 8407 12
7954 9471 8
7954 8408 8
7955 8373 18
7956 8431 11
7957 8377 14
7958 8370 16
7959 9454 12
7959 8418 20
7960 8391 7
7961 8391 7
7962 8395 13
7963 8422 7
7964 8390 11
7965 8424 6
7966 8433 17
7967 8420 10
7968 8393 12
7969 8391 14
7970 8857 10
7970 8413 21
7971 8382 21
7972 8407 13
7973 8405 19
7974 8611 11
7974 8390 10
7975 8399 18
7976 8398 8
7977 8417 8
7978 8385 14
7979 8545 12
7979 8407 15
7980 8857 14
7980 8412 16
7981 8429 14
7982 9788 13
7982 8371 15
7983 8400 18
7984 9479 20
7984 8437 10
7985 8406 17
7986 8395 10
7987 8391 6
7988 8416 13
7989 8404 17
7990 8810 10
7990 8378 9
7991 8405 17
7992 8410 16
7993 8379 9
7994 8440 13
7994 8435 15
7995 8941 21
7995 8392 12
7996 8432 15
7997 8412 8
7998 9583 5
7998 8390 17
7999 9408 19
7999 8392 21
8000 8427 12
8001 8384 20
8002 8435 5
8003 8371 12
8004 8404 11
8005 8391 10
8006 9458 8
8006 8429 8
8007 8373 15
8008 9828 21
8008 8386 13
8009 8368 19
8010 8402 5
8011 8414 20
8012 8413 20
8013 8381 20
8014 8415 17
8015 8423 14
8016 8425 5
8017 8429 21
8018 8379 17
8019 8435 20
8020 8423 12
8021 8370 5
8022 8406 10
8023 8389 18
8024 8385 11
8025 8776 14
8025 8421 11
8026 8405 11
8027 8381 9
8028 9974 5
8028 8421 5
8029 8404 13
8030 8420 18
8031 8418 13
8032 8957 14
8032 8382 19
8033 9695 15
8033 8375 16
8034 8369 10
8035 8381 17
8036 8910 16
8036 8411 11
8037 8433 18
8038 8431 9
8039 9193 10
8039 8430 21
8040 8990 6
8040 8433 11
8041 8864 9
8041 8386 10
8042 8429 8
8043 8373 8
8044 8408 8
8045 8424 7
8046 8427 7
8047 9468 16
8047 8416 19
8048 8389 17
8049 8398 7
8050 8413 21
8051 8399 21
8052 8403 15
8053 8414 9
8054 8388 11
8055 8412 10
8056 8433 17
8057 8378 18
8058 8369 15
8059 8967 9
8059 8372 17
8060 8393 14
8061 8373 12
8062 8437 6
8063 8417 21
8064 8423 21
8065 8413 6
8066 8395 16
8067 8438 15
8068 8438 11
8069 8412 10
8070 8558 20
8070 8425 21
8071 8427 13
8072 8397 17
8073 9384 16
8073 8393 15
8074 8379 17
8075 8397 21
8076 8386 5
8077 9421 14
8077 8382 14
8078 8386 5
8079 8393 7
8080 8382 14
8081 8426 20
8082 9895 11
8082 8386 9
8083 8411 18
8084 8395 9
8085 8373 13
8086 9820 18
8086 8417 18
8087 9578 9
8087 8432 21
8088 8399 15
8089 9438 19
8089 8376 9
8090 8412 8
8091 8434 18
8092 8395 8
8093 8421 19
